variant,month,validation_design,method,max_rel,p99_rel,meaningful_max_rel,mae
average_clipped,6,independent,direct_ensemble_5001,3.6912247874528386,3.4657267890233676,3.6912247874528386,0.25341960867945107
average_clipped,9,development,normal_moment_baseline,0.41462361928232044,0.3962042280851298,0.1309633329499897,0.0790510376927876
average_clipped,9,development,residual_hermite_2001,0.6515187981712002,0.6403776538944517,0.5895755692333629,0.17976502756002313
average_clipped,9,development,residual_hermite_5001,0.5147631894996973,0.5017060741540941,0.4712394716810198,0.13691911208101432
average_clipped,9,development,residual_local_5001,0.2062104009886913,0.20558239089063332,0.20411703399516465,0.02305646608177181
average_clipped,9,development,residual_nystrom_5001,0.25364608804349514,0.24489099286371893,0.25364608804349514,0.06270609656194678
average_clipped,9,development,direct_hermite_2001,0.6302772652815982,0.6251620438293098,0.5907094253492045,0.20847276773191917
average_clipped,9,development,direct_hermite_5001,0.4781130777681949,0.47109372102001607,0.4547152219409321,0.15613485630369078
average_clipped,9,development,direct_local_5001,19.21919250670264,18.072660596028527,14.16757511889995,0.42500344058185235
average_clipped,9,development,direct_nystrom_5001,4.979846365400215,4.635598084448899,1.0605213794762214,0.3210918614547735
average_clipped,9,development,weighted_sparse_chebyshev_2001,0.25185188278991744,0.19983869998029316,0.03556854817475508,0.0052228515844644574
average_clipped,9,development,weighted_sparse_chebyshev_5001,0.19822973723261028,0.16536081203256042,0.07446849423339147,0.008008064020585216
average_clipped,9,development,sparse_chebyshev_2001,0.056242330756535765,0.05208375130065174,0.04238039923692237,0.022041072587033285
average_clipped,9,development,residual_ensemble_5001,0.2667603117030376,0.2542714271941291,0.2667603117030376,0.05015762190177478
average_clipped,9,development,direct_ensemble_5001,2.835574640033478,2.816893132444681,1.6067969891315859,0.12723166757039095
average_clipped,9,independent,normal_moment_baseline,0.4276078738381135,0.3878553991461908,0.12322832399979892,0.0724125473248304
average_clipped,9,independent,residual_hermite_2001,0.7483031102083634,0.723334622647307,0.7483031102083634,0.1255336990707687
average_clipped,9,independent,residual_hermite_5001,0.6079883625173077,0.593707925773075,0.6079883625173077,0.13373988680185364
average_clipped,9,independent,residual_local_5001,0.2911147145645101,0.28589123403057537,0.2911147145645101,0.022875320858372836
average_clipped,9,independent,residual_nystrom_5001,0.4147488027396536,0.34901844219692607,0.4147488027396536,0.07899099926578562
average_clipped,9,independent,direct_hermite_2001,0.7567042055434974,0.7293921243086299,0.7567042055434974,0.1440597524984792
average_clipped,9,independent,direct_hermite_5001,0.6102515594112575,0.5909238794743451,0.6102515594112575,0.15034026786363383
average_clipped,9,independent,direct_local_5001,24.93853150576406,23.587269173143135,2.7771174335784354,0.42739782085579037
average_clipped,9,independent,direct_nystrom_5001,5.0382289036786,4.9031079756493,0.43565116914947943,0.286866731157191
average_clipped,9,independent,weighted_sparse_chebyshev_2001,0.04828921548237462,0.048241643944129,0.03248635879235948,0.006116342465748916
average_clipped,9,independent,weighted_sparse_chebyshev_5001,0.2051968994906947,0.19927548160376599,0.017487576888065022,0.0065264222155014965
average_clipped,9,independent,sparse_chebyshev_2001,0.11565718044883924,0.09794016560620994,0.02623876035302001,0.009111571748796699
average_clipped,9,independent,residual_ensemble_5001,0.4541222995221692,0.39020626762312427,0.4541222995221692,0.06250179479634167
